,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
17,17,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d57fcb85eec74d14ad8c2c133356338e?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=QJR20SUw2aDiCWYtGVq5EKs17vyRBvNjy68J2YiNfnk%3D,286,475,25,31,0.40252453,0.6681663000000001,0.035063114,0.04494382
18,18,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d57fcb85eec74d14ad8c2c133356338e?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=QJR20SUw2aDiCWYtGVq5EKs17vyRBvNjy68J2YiNfnk%3D,249,269,29,34,0.34922862,0.37884042,0.042075735,0.04775281
19,19,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d57fcb85eec74d14ad8c2c133356338e?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=QJR20SUw2aDiCWYtGVq5EKs17vyRBvNjy68J2YiNfnk%3D,314,421,28,20,0.44179523,0.59232354,0.039270688,0.028089887999999997
20,20,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d57fcb85eec74d14ad8c2c133356338e?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=QJR20SUw2aDiCWYtGVq5EKs17vyRBvNjy68J2YiNfnk%3D,244,433,20,21,0.3436185,0.6091774999999999,0.028050492000000003,0.030898876000000002
21,21,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-62e90bf920544d7fb305200cfa24e087?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=U0L1SSlZSZc%2Bsre9IHGoMtjQ%2FzHqhI%2F6a6Q0hoXQKkM%3D,345,242,36,35,0.48455057,0.34091908,0.05196629,0.050561797
22,22,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-03f17bae436e46afb005b402efbe0e02?sv=2019-12-12&se=2021-05-01T07%3A38%3A53Z&sr=b&sp=r&sig=G8S0Y040ypEFD6GR%2FrWPXBl7B3c6MDbfmOTq773ZEoI%3D,147,393,48,36,0.20786516,0.5529977,0.06882022,0.05196629
23,23,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-b6451f4f8e29411282b36b8bf226b4a4?sv=2019-12-12&se=2021-05-01T07%3A38%3A54Z&sr=b&sp=r&sig=j4eCYnPU%2BC7udb6Opne0tuaRHxW2iLNsaNKWBvvj0bw%3D,460,375,31,34,0.64606744,0.5277168000000001,0.04494382,0.049157303
24,24,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d38f7851bc064165bdd2cc94467399f6?sv=2019-12-12&se=2021-05-01T07%3A38%3A54Z&sr=b&sp=r&sig=RH7cbY2l8yJw8KT1eihYmHpkDQpfXobLriUbkXCec3k%3D,21,526,35,26,0.030898876000000002,0.73979545,0.050561797,0.037921347
25,25,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d38f7851bc064165bdd2cc94467399f6?sv=2019-12-12&se=2021-05-01T07%3A38%3A54Z&sr=b&sp=r&sig=RH7cbY2l8yJw8KT1eihYmHpkDQpfXobLriUbkXCec3k%3D,108,427,37,31,0.15308988,0.6007505,0.053370785,0.043539327
26,26,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d38f7851bc064165bdd2cc94467399f6?sv=2019-12-12&se=2021-05-01T07%3A38%3A54Z&sr=b&sp=r&sig=RH7cbY2l8yJw8KT1eihYmHpkDQpfXobLriUbkXCec3k%3D,148,430,34,26,0.20926966,0.6049640000000001,0.04775281,0.037921347
27,27,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-2bdfc083fefa40dca48e1f86af540ecd/i-d38f7851bc064165bdd2cc94467399f6?sv=2019-12-12&se=2021-05-01T07%3A38%3A54Z&sr=b&sp=r&sig=RH7cbY2l8yJw8KT1eihYmHpkDQpfXobLriUbkXCec3k%3D,71,410,37,33,0.101123594,0.57687414,0.053370785,0.046348315
