,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
8,8,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-614b92eb22614dbdb5451fcd03042109?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=S6v%2BPrkxcvMh177iQT1MlTer38AuAXmPFSSOSKdX6aI%3D,527,362,26,42,0.590604,0.50379777,0.030201342000000003,0.058333334
9,9,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-a6f0b69062004848a452353c6673e15a?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=8SszvIOMHKPI14od3b1Ovg%2BE%2B2zzZDLIY85fejIUJLA%3D,403,208,59,32,0.4497768,0.28950676,0.06696428,0.044382803
10,10,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-6507165cab12441d849a09eaa7d7d045?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=3Vr1wtSZSm80lHsEsR%2FPmKPg6FEa%2F4Eurv%2FhJ0%2FectY%3D,413,291,32,28,0.4619687,0.40518662,0.035794184,0.03888889
11,11,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-6507165cab12441d849a09eaa7d7d045?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=3Vr1wtSZSm80lHsEsR%2FPmKPg6FEa%2F4Eurv%2FhJ0%2FectY%3D,464,294,37,33,0.5201342000000001,0.4093533,0.042505592,0.045833334
12,12,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-3809e7d8afb44aa7917c3e265d5aa487?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=IqR2%2BaxsvlB2vMOe8HnpGVKTxjIMzi7emMO8PX4Yp8I%3D,437,313,38,46,0.48826817,0.4357422,0.043575417000000005,0.06388889
13,13,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-3809e7d8afb44aa7917c3e265d5aa487?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=IqR2%2BaxsvlB2vMOe8HnpGVKTxjIMzi7emMO8PX4Yp8I%3D,420,386,41,22,0.47039106,0.5371311,0.046927374,0.030555556
14,14,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-3809e7d8afb44aa7917c3e265d5aa487?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=IqR2%2BaxsvlB2vMOe8HnpGVKTxjIMzi7emMO8PX4Yp8I%3D,411,250,47,43,0.45921788,0.3482422,0.05251397,0.06111111
15,15,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-3c65bb0054374ebcba92e1037785b204?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=Ud72xEI0DXqNuP8wWcEV3c4rOS46U%2BKAgRlUSVhn1IE%3D,371,352,58,52,0.41498882,0.48990884,0.06487696,0.072222225
16,16,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-ca13b4ca99ad4954b1b43746b9f40f32?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=JAsg7GZlOHfBpkU0U5kUvLdLoQbgBVj83w97Hg5wOgM%3D,363,312,47,60,0.40604028,0.43435329999999994,0.053691275,0.083333336
17,17,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-ca13b4ca99ad4954b1b43746b9f40f32?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=JAsg7GZlOHfBpkU0U5kUvLdLoQbgBVj83w97Hg5wOgM%3D,503,322,29,50,0.56263983,0.44824220000000004,0.03243848,0.06944445
18,18,None,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-ca13b4ca99ad4954b1b43746b9f40f32?sv=2019-12-12&se=2021-05-01T08%3A54%3A56Z&sr=b&sp=r&sig=JAsg7GZlOHfBpkU0U5kUvLdLoQbgBVj83w97Hg5wOgM%3D,447,407,65,32,0.5,0.56629777,0.07270694,0.044444446
